GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
d2pSpotify-DeletePlayList,com.drones2people.spotify.DeletePlayList,DeletePlayList,29,0,0,0,9,0,2,0,2,0
