GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
d2pSpotify-pagospaypal,com.drones2people.spotify.pagospaypal,PagosPaypal,102,0,8,0,26,0,6,0,2,0
