GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
d2pSpotify-descargarCancion,com.drones2people.spotify.descargarCancion,DescargarCancion,30,0,2,0,13,0,3,0,2,0
